Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-05 09:30:00-04:00,5314.47998046875,5316.2998046875,5312.33984375,5312.33984375,5312.33984375,0
2024-06-05 09:31:00-04:00,5311.83984375,5313.27978515625,5310.669921875,5313.27978515625,5313.27978515625,9275954
2024-06-05 09:32:00-04:00,5313.43017578125,5314.14013671875,5312.56005859375,5312.56982421875,5312.56982421875,9532281
2024-06-05 09:33:00-04:00,5312.41015625,5312.41015625,5310.31982421875,5310.6201171875,5310.6201171875,7839745
2024-06-05 09:34:00-04:00,5310.81005859375,5312.43017578125,5310.81005859375,5312.259765625,5312.259765625,7044718
2024-06-05 09:35:00-04:00,5312.419921875,5312.419921875,5310.6298828125,5310.740234375,5310.740234375,7533575
2024-06-05 09:36:00-04:00,5310.7900390625,5311.0498046875,5310.02978515625,5310.47021484375,5310.47021484375,8196207
2024-06-05 09:37:00-04:00,5310.5400390625,5311.3701171875,5309.68017578125,5310.3798828125,5310.3798828125,8205079
2024-06-05 09:38:00-04:00,5310.27978515625,5310.31982421875,5308.5400390625,5308.5400390625,5308.5400390625,8642857
2024-06-05 09:39:00-04:00,5308.66015625,5308.85009765625,5307.419921875,5308.31982421875,5308.31982421875,6407977
2024-06-05 09:40:00-04:00,5308.18994140625,5308.6201171875,5307.64990234375,5308.3798828125,5308.3798828125,6234251
2024-06-05 09:41:00-04:00,5308.490234375,5309.66015625,5307.83984375,5308.35986328125,5308.35986328125,5254339
2024-06-05 09:42:00-04:00,5308.740234375,5309.3701171875,5308.2099609375,5309.27001953125,5309.27001953125,6139895
2024-06-05 09:43:00-04:00,5309.240234375,5310.2900390625,5309.06005859375,5310.25,5310.25,5751219
2024-06-05 09:44:00-04:00,5310.4501953125,5312.009765625,5310.4501953125,5310.93994140625,5310.93994140625,5745820
2024-06-05 09:45:00-04:00,5310.89990234375,5312.2900390625,5309.56005859375,5310.830078125,5310.830078125,7263052
2024-06-05 09:46:00-04:00,5310.580078125,5311.02001953125,5308.7099609375,5310.330078125,5310.330078125,5004603
2024-06-05 09:47:00-04:00,5310.330078125,5311.509765625,5309.39013671875,5309.93994140625,5309.93994140625,4850728
2024-06-05 09:48:00-04:00,5310.009765625,5310.740234375,5309.0400390625,5309.47998046875,5309.47998046875,5014466
2024-06-05 09:49:00-04:00,5309.4599609375,5309.52978515625,5308.22021484375,5308.43017578125,5308.43017578125,6701543
2024-06-05 09:50:00-04:00,5308.02978515625,5308.39013671875,5304.33984375,5305.14990234375,5305.14990234375,7043248
2024-06-05 09:51:00-04:00,5305.06982421875,5307.2099609375,5303.85009765625,5307.2099609375,5307.2099609375,6218919
2024-06-05 09:52:00-04:00,5307.06005859375,5309.31005859375,5307.06005859375,5309.259765625,5309.259765625,6335524
2024-06-05 09:53:00-04:00,5309.2001953125,5309.72998046875,5308.2998046875,5308.89990234375,5308.89990234375,6056789
2024-06-05 09:54:00-04:00,5308.75,5308.75,5307.06982421875,5307.169921875,5307.169921875,6284585
2024-06-05 09:55:00-04:00,5307.16015625,5308.81005859375,5306.7900390625,5308.5,5308.5,5231174
2024-06-05 09:56:00-04:00,5308.27001953125,5308.580078125,5306.68017578125,5306.77001953125,5306.77001953125,6005850
2024-06-05 09:57:00-04:00,5307.02978515625,5307.990234375,5307.02978515625,5307.97998046875,5307.97998046875,5066306
2024-06-05 09:58:00-04:00,5307.60986328125,5308.009765625,5306.43994140625,5308.009765625,5308.009765625,4636514
2024-06-05 09:59:00-04:00,5307.9501953125,5308.60986328125,5307.52978515625,5308.33984375,5308.33984375,4964086
2024-06-05 10:00:00-04:00,5309.240234375,5309.240234375,5297.64013671875,5305.77978515625,5305.77978515625,11760915
2024-06-05 10:01:00-04:00,5306.14013671875,5306.60986328125,5303.22021484375,5306.39013671875,5306.39013671875,6409732
2024-06-05 10:02:00-04:00,5306.2099609375,5307.60986328125,5304.8701171875,5304.8701171875,5304.8701171875,6799928
2024-06-05 10:03:00-04:00,5304.4599609375,5306.419921875,5303.2099609375,5303.81982421875,5303.81982421875,5495290
2024-06-05 10:04:00-04:00,5303.68017578125,5306.3798828125,5303.35009765625,5306.3798828125,5306.3798828125,4429691
2024-06-05 10:05:00-04:00,5306.41015625,5306.77001953125,5303.02001953125,5304.06005859375,5304.06005859375,5587888
2024-06-05 10:06:00-04:00,5304.009765625,5304.2001953125,5300.85986328125,5301.580078125,5301.580078125,5246058
2024-06-05 10:07:00-04:00,5301.4501953125,5302.5498046875,5300.08984375,5301.490234375,5301.490234375,5549218
2024-06-05 10:08:00-04:00,5301.35986328125,5302.2998046875,5300.6298828125,5301.85009765625,5301.85009765625,5226964
2024-06-05 10:09:00-04:00,5301.77001953125,5302.31982421875,5298.68017578125,5299.169921875,5299.169921875,4429963
2024-06-05 10:10:00-04:00,5298.72021484375,5300.66015625,5298.64013671875,5300.56982421875,5300.56982421875,4760531
2024-06-05 10:11:00-04:00,5300.5498046875,5301.52001953125,5299.43994140625,5300.52001953125,5300.52001953125,5132880
2024-06-05 10:12:00-04:00,5300.7001953125,5302.56005859375,5300.5,5301.27978515625,5301.27978515625,4395985
2024-06-05 10:13:00-04:00,5301.43994140625,5302.7099609375,5300.68994140625,5301.83984375,5301.83984375,5179817
2024-06-05 10:14:00-04:00,5301.830078125,5302.509765625,5301.02978515625,5301.72998046875,5301.72998046875,4568034
2024-06-05 10:15:00-04:00,5301.60986328125,5302.2998046875,5300.39990234375,5302.080078125,5302.080078125,4666779
2024-06-05 10:16:00-04:00,5301.9599609375,5303.0498046875,5301.31982421875,5302.7001953125,5302.7001953125,4920178
2024-06-05 10:17:00-04:00,5302.6298828125,5303.47021484375,5301.9599609375,5302.759765625,5302.759765625,4147013
2024-06-05 10:18:00-04:00,5302.919921875,5303.5,5302.10009765625,5302.7998046875,5302.7998046875,4296789
2024-06-05 10:19:00-04:00,5302.7099609375,5303.259765625,5301.72021484375,5302.580078125,5302.580078125,4378562
2024-06-05 10:20:00-04:00,5302.7001953125,5304.009765625,5302.509765625,5303.60009765625,5303.60009765625,4037714
2024-06-05 10:21:00-04:00,5303.52001953125,5305.7099609375,5303.419921875,5304.31982421875,5304.31982421875,6358216
2024-06-05 10:22:00-04:00,5304.2099609375,5305.85986328125,5304.2099609375,5305.35009765625,5305.35009765625,3485159
2024-06-05 10:23:00-04:00,5305.3798828125,5308.6201171875,5305.33984375,5308.580078125,5308.580078125,4062114
2024-06-05 10:24:00-04:00,5308.81982421875,5311.2001953125,5308.81982421875,5308.8701171875,5308.8701171875,5707726
2024-06-05 10:25:00-04:00,5308.9599609375,5311.02978515625,5308.6298828125,5311.02978515625,5311.02978515625,4339210
2024-06-05 10:26:00-04:00,5310.85009765625,5312.0400390625,5308.4599609375,5310.0,5310.0,6682494
2024-06-05 10:27:00-04:00,5309.93994140625,5310.06005859375,5308.4599609375,5310.02978515625,5310.02978515625,5056830
2024-06-05 10:28:00-04:00,5310.08984375,5310.9501953125,5309.85009765625,5310.419921875,5310.419921875,4267868
2024-06-05 10:29:00-04:00,5310.4599609375,5310.64990234375,5310.0,5310.259765625,5310.259765625,4100440
2024-06-05 10:30:00-04:00,5310.2998046875,5312.3701171875,5310.2998046875,5312.27001953125,5312.27001953125,4634523
2024-06-05 10:31:00-04:00,5312.240234375,5313.47998046875,5312.240234375,5313.3701171875,5313.3701171875,4852117
2024-06-05 10:32:00-04:00,5313.33984375,5315.1298828125,5313.33984375,5315.080078125,5315.080078125,5163629
2024-06-05 10:33:00-04:00,5315.06982421875,5315.77001953125,5315.06005859375,5315.6298828125,5315.6298828125,4986967
2024-06-05 10:34:00-04:00,5315.60986328125,5317.64990234375,5315.490234375,5317.41015625,5317.41015625,4892008
2024-06-05 10:35:00-04:00,5317.22021484375,5318.75,5317.06982421875,5318.25,5318.25,6773237
2024-06-05 10:36:00-04:00,5318.2900390625,5318.93994140625,5316.2998046875,5316.31005859375,5316.31005859375,5841685
2024-06-05 10:37:00-04:00,5316.3798828125,5318.7900390625,5316.2900390625,5318.66015625,5318.66015625,4630808
2024-06-05 10:38:00-04:00,5318.669921875,5318.93017578125,5316.06982421875,5316.06982421875,5316.06982421875,5124965
2024-06-05 10:39:00-04:00,5315.60986328125,5316.7900390625,5314.66015625,5316.68994140625,5316.68994140625,4340585
2024-06-05 10:40:00-04:00,5316.740234375,5317.75,5316.740234375,5317.6201171875,5317.6201171875,4255005
2024-06-05 10:41:00-04:00,5317.6298828125,5318.06005859375,5317.3798828125,5317.68994140625,5317.68994140625,4151362
2024-06-05 10:42:00-04:00,5317.56982421875,5317.64013671875,5315.31005859375,5315.4599609375,5315.4599609375,5219566
2024-06-05 10:43:00-04:00,5315.33984375,5315.33984375,5314.1298828125,5314.7998046875,5314.7998046875,4186075
2024-06-05 10:44:00-04:00,5314.759765625,5315.43017578125,5313.64013671875,5314.02978515625,5314.02978515625,4051566
2024-06-05 10:45:00-04:00,5314.080078125,5314.77001953125,5313.22998046875,5314.77001953125,5314.77001953125,3986150
2024-06-05 10:46:00-04:00,5314.83984375,5315.1201171875,5314.22998046875,5314.60009765625,5314.60009765625,4178207
2024-06-05 10:47:00-04:00,5314.6298828125,5316.5,5314.58984375,5316.490234375,5316.490234375,4311711
2024-06-05 10:48:00-04:00,5316.509765625,5317.83984375,5316.509765625,5317.759765625,5317.759765625,3853627
2024-06-05 10:49:00-04:00,5317.759765625,5317.759765625,5316.39013671875,5316.47021484375,5316.47021484375,4238773
2024-06-05 10:50:00-04:00,5316.47998046875,5316.64013671875,5315.41015625,5316.490234375,5316.490234375,3395009
2024-06-05 10:51:00-04:00,5316.56982421875,5316.669921875,5315.64990234375,5316.31982421875,5316.31982421875,4574838
2024-06-05 10:52:00-04:00,5316.18017578125,5316.33984375,5315.22998046875,5316.10986328125,5316.10986328125,3307147
2024-06-05 10:53:00-04:00,5316.259765625,5317.0400390625,5316.14990234375,5316.97998046875,5316.97998046875,3636197
2024-06-05 10:54:00-04:00,5316.990234375,5317.89013671875,5316.9501953125,5317.31005859375,5317.31005859375,3962913
2024-06-05 10:55:00-04:00,5317.25,5318.0400390625,5316.490234375,5317.919921875,5317.919921875,4457111
2024-06-05 10:56:00-04:00,5317.91015625,5318.06005859375,5317.5,5317.68994140625,5317.68994140625,3703582
2024-06-05 10:57:00-04:00,5317.68994140625,5317.8701171875,5316.66015625,5317.06005859375,5317.06005859375,3984128
2024-06-05 10:58:00-04:00,5317.06005859375,5317.3798828125,5316.25,5316.35009765625,5316.35009765625,4056934
2024-06-05 10:59:00-04:00,5316.330078125,5317.77001953125,5316.16015625,5317.740234375,5317.740234375,4384440
2024-06-05 11:00:00-04:00,5317.85986328125,5318.89013671875,5317.85986328125,5318.89013671875,5318.89013671875,3634230
2024-06-05 11:01:00-04:00,5318.7998046875,5320.4599609375,5318.7900390625,5319.85986328125,5319.85986328125,4293155
2024-06-05 11:02:00-04:00,5319.830078125,5321.18017578125,5319.7900390625,5320.66015625,5320.66015625,3456876
2024-06-05 11:03:00-04:00,5320.68017578125,5320.72998046875,5319.93994140625,5320.64990234375,5320.64990234375,3237618
2024-06-05 11:04:00-04:00,5320.6201171875,5322.72021484375,5320.6201171875,5322.52978515625,5322.52978515625,3815601
